profession,nation,salary_type,salary
Early Years Practitioner,England,Max,50996.4
Early Years Practitioner,England,Max,30510.67
Early Years Practitioner,England,Max,23373.35
Early Years Practitioner,England,Max,23373.35
Early Years Practitioner,England,Max,23373.35
Early Years Practitioner,England,Max,23373.35
Early Years Practitioner,England,Max,29455.87
Early Years Practitioner,England,Max,30510.67
Early Years Practitioner,England,Max,53829.53
Early Years Practitioner,England,Max,29429.17
Early Years Practitioner,England,Max,29429.17
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,24319.18
Early Years Practitioner,England,Max,32092.86
Early Years Practitioner,England,Max,24092.53
Early Years Practitioner,England,Max,31065.31
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,32014.41
Early Years Practitioner,England,Max,26152.0
Early Years Practitioner,England,Max,26696.83
Early Years Practitioner,England,Max,38138.33
Early Years Practitioner,England,Max,26152.0
Early Years Practitioner,England,Max,23972.67
Early Years Practitioner,England,Max,23972.67
Early Years Practitioner,England,Max,23972.67
Early Years Practitioner,England,Max,26879.35
Early Years Practitioner,England,Max,26064.83
Early Years Practitioner,England,Max,22883.0
Early Years Practitioner,England,Max,24364.95
Early Years Practitioner,,Max,
Early Years Practitioner,England,Max,22665.07
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,24081.63
Early Years Practitioner,England,Max,63745.5
Early Years Practitioner,England,Max,23972.67
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,21248.5
Early Years Practitioner,England,Max,38138.33
Early Years Practitioner,England,Max,35959.0
Early Years Practitioner,England,Max,20207.32
Early Years Practitioner,England,Max,20207.32
Early Years Practitioner,England,Max,20207.32
Early Years Practitioner,England,Max,20207.32
Early Years Practitioner,England,Max,50996.4
Early Years Practitioner,England,Max,63200.67
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,25944.42
Early Years Practitioner,England,Max,20703.67
Early Years Practitioner,England,Max,16345.0
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,30510.67
Early Years Practitioner,England,Max,25501.03
Early Years Practitioner,England,Max,30510.67
Early Years Practitioner,England,Max,25989.64
Early Years Practitioner,England,Max,27241.67
Early Years Practitioner,England,Max,25062.33
Early Years Practitioner,England,Max,28331.33
Early Years Practitioner,England,Max,21248.5
Early Years Practitioner,England,Max,27241.67
Early Years Practitioner,England,Max,25879.58
Early Years Practitioner,England,Max,22670.73
Early Years Practitioner,England,Max,24136.12
Early Years Practitioner,England,Max,21248.5
Early Years Practitioner,England,Max,53546.22
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,22229.2
Early Years Practitioner,England,Max,39554.9
Early Years Practitioner,England,Max,49579.83
Early Years Practitioner,,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,53546.22
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,21793.33
Early Years Practitioner,England,Max,30510.67
Early Years Practitioner,England,Max,30510.67
Early Years Practitioner,England,Max,30510.67
Early Years Practitioner,England,Max,30510.67
Early Years Practitioner,England,Max,49035.0
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,27786.5
Early Years Practitioner,England,Max,50996.4
Early Years Practitioner,England,Max,50996.4
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,26560.63
Early Years Practitioner,England,Max,21248.5
Early Years Practitioner,England,Max,24081.63
Early Years Practitioner,England,Max,38813.93
Early Years Practitioner,England,Max,28331.33
Early Years Practitioner,England,Max,28331.33
Early Years Practitioner,England,Max,27623.05
Early Years Practitioner,England,Max,29747.9
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,22629.65
Early Years Practitioner,England,Max,29747.9
Early Years Practitioner,England,Max,25062.33
Early Years Practitioner,England,Max,27623.05
Early Years Practitioner,England,Max,25062.33
Early Years Practitioner,England,Max,24081.63
Early Years Practitioner,England,Max,53546.22
Early Years Practitioner,England,Max,24081.63
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,25062.33
Early Years Practitioner,England,Max,21411.95
Early Years Practitioner,England,Max,42497.0
Early Years Practitioner,England,Max,22629.65
Early Years Practitioner,England,Max,22629.65
Early Years Practitioner,Scotland,Max,31600.33
Early Years Practitioner,England,Max,27241.67
Early Years Practitioner,England,Max,34869.33
Early Years Practitioner,Wales,Max,25062.33
Early Years Practitioner,England,Max,25062.33
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,28058.92
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,53546.22
Early Years Practitioner,England,Max,41080.43
Early Years Practitioner,England,Max,39228.0
Early Years Practitioner,England,Max,65380.0
Early Years Practitioner,England,Max,45330.13
Early Years Practitioner,England,Max,30151.08
Early Years Practitioner,Wales,Max,42497.0
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,19831.93
Early Years Practitioner,England,Max,21793.33
Early Years Practitioner,England,Max,36830.73
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,30510.67
Early Years Practitioner,England,Max,49543.0
Early Years Practitioner,England,Max,28331.33
Early Years Practitioner,England,Max,37114.05
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,39288.48
Early Years Practitioner,England,Max,24478.27
Early Years Practitioner,England,Max,24478.27
Early Years Practitioner,England,Max,24478.27
Early Years Practitioner,England,Max,24478.27
Early Years Practitioner,England,Max,24478.27
Early Years Practitioner,,Max,
Early Years Practitioner,Wales,Max,25607.17
Early Years Practitioner,Wales,Max,25607.17
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,22665.07
Early Years Practitioner,England,Max,24081.63
Early Years Practitioner,England,Max,19831.93
Early Years Practitioner,England,Max,30510.67
Early Years Practitioner,England,Max,25062.33
Early Years Practitioner,England,Max,22629.65
Early Years Practitioner,England,Max,27623.05
Early Years Practitioner,England,Max,29025.45
Early Years Practitioner,England,Max,24435.78
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,25062.33
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,43586.67
Early Years Practitioner,England,Max,25062.33
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,24081.63
Early Years Practitioner,England,Max,24081.63
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,31872.75
Early Years Practitioner,England,Max,27623.05
Early Years Practitioner,England,Max,26560.63
Early Years Practitioner,England,Max,19831.93
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,,Max,78456.0
Early Years Practitioner,England,Max,22665.07
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,53546.22
Early Years Practitioner,England,Max,24081.63
Early Years Practitioner,England,Max,24081.63
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,22665.07
Early Years Practitioner,England,Max,22665.07
Early Years Practitioner,England,Max,28331.33
Early Years Practitioner,England,Max,28331.33
Early Years Practitioner,England,Max,23373.35
Early Years Practitioner,England,Max,45330.13
Early Years Practitioner,England,Max,24435.78
Early Years Practitioner,England,Max,24435.78
Early Years Practitioner,England,Max,24435.78
Early Years Practitioner,,Max,
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,22523.41
Early Years Practitioner,England,Max,27623.05
Early Years Practitioner,England,Max,22523.41
Early Years Practitioner,England,Max,20186.08
Early Years Practitioner,England,Max,20611.05
Early Years Practitioner,England,Max,28331.33
Early Years Practitioner,England,Max,28331.33
Early Years Practitioner,England,Max,28331.33
Early Years Practitioner,England,Max,24081.63
Early Years Practitioner,England,Max,22665.07
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,29747.9
Early Years Practitioner,England,Max,29747.9
Early Years Practitioner,England,Max,29747.9
Early Years Practitioner,England,Max,22665.07
Early Years Practitioner,England,Max,21815.13
Early Years Practitioner,England,Max,28331.33
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,27241.67
Early Years Practitioner,England,Max,27241.67
Early Years Practitioner,England,Max,27241.67
Early Years Practitioner,England,Max,27241.67
Early Years Practitioner,,Max,21248.5
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,26914.77
Early Years Practitioner,England,Max,22629.65
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,46445.95
Early Years Practitioner,England,Max,21248.5
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,13620.83
Early Years Practitioner,,Max,39663.87
Early Years Practitioner,England,Max,30810.33
Early Years Practitioner,England,Max,23090.04
Early Years Practitioner,England,Max,31164.47
Early Years Practitioner,England,Max,24754.5
Early Years Practitioner,England,Max,26696.83
Early Years Practitioner,England,Max,26152.0
Early Years Practitioner,England,Max,30510.67
Early Years Practitioner,England,Max,26696.83
Early Years Practitioner,,Max,50996.4
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,48163.27
Early Years Practitioner,England,Max,24435.78
Early Years Practitioner,England,Max,33997.6
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,22629.65
Early Years Practitioner,England,Max,22629.65
Early Years Practitioner,England,Max,19831.93
Early Years Practitioner,England,Max,22629.65
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,
Early Years Practitioner,England,Max,65380.0
Early Years Practitioner,England,Max,28331.33
Early Years Practitioner,England,Max,25062.33
Early Years Practitioner,England,Max,22310.93
Early Years Practitioner,England,Max,39663.87
Early Years Practitioner,England,Max,39663.87
Early Years Practitioner,England,Max,39663.87
Early Years Practitioner,England,Max,31872.75
Early Years Practitioner,England,Max,36830.73
Early Years Practitioner,England,Max,22665.07
Early Years Practitioner,England,Max,21248.5
Early Years Practitioner,England,Max,24081.63
Early Years Practitioner,England,Max,21248.5
Early Years Practitioner,England,Max,22629.65
Early Years Practitioner,England,Max,22629.65
Early Years Practitioner,Wales,Max,22670.73
Early Years Practitioner,England,Max,23373.35
Early Years Practitioner,England,Max,26914.77
Early Years Practitioner,England,Max,24081.63
Early Years Practitioner,Wales,Max,28331.33
Early Years Practitioner,England,Max,21248.5
Early Years Practitioner,England,Max,24435.78
Early Years Practitioner,England,Max,24435.78
Early Years Practitioner,England,Max,24435.78
Early Years Practitioner,England,Max,24435.78
Early Years Practitioner,England,Max,23373.35
Early Years Practitioner,England,Max,23972.67
Early Years Practitioner,England,Max,22665.07
Early Years Practitioner,England,Max,24435.78
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,25498.2
Early Years Practitioner,England,Max,24931.57
Early Years Practitioner,England,Max,28331.33
Early Years Practitioner,England,Max,20207.32
Early Years Practitioner,England,Max,24223.29
Early Years Practitioner,England,Max,28331.33
